r,Method,Weight,Definition,Threshold_values_schematic,Visualization_range,Threshold_display,Source_note
2.462,PCA,0.707106781186548,,,,,
2.462,K's tau,0.406173842404549,,,,,
2.462,Winsor,0.873273761169781,,,,,
2.462,Quad,0.762607061947615,,,,,
2.462,Ball,0,,,,,
2.462,Shell,1,,,,,
2.462,LR,0.844,,,,,
2.463,PCA,0.707106781186548,,,,,
2.463,K's tau,0.406008932196508,,,,,
2.463,Winsor,0.872919204222493,,,,,
2.463,Quad,0.761987937100431,,,,,
2.463,Ball,0,,,,,
2.463,Shell,1,,,,,
2.463,LR,0.8435,,,,,
2.464,PCA,0.707106781186548,,,,,
2.464,K's tau,0.405844155844156,,,,,
2.464,Winsor,0.872564935064935,,,,,
2.464,Quad,0.761369565904874,,,,,
2.464,Ball,0,,,,,
2.464,Shell,1,,,,,
2.464,LR,0.843,,,,,
2.465,PCA,0.707106781186548,,,,,
2.465,K's tau,0.405679513184584,,,,,
2.465,Winsor,0.872210953346856,,,,,
2.465,Quad,0.760751947138231,,,,,
2.465,Ball,0,,,,,
2.465,Shell,1,,,,,
2.465,LR,0.8425,,,,,
2.466,PCA,0.707106781186548,,,,,
2.466,K's tau,0.40551500405515,,,,,
2.466,Winsor,0.871857258718573,,,,,
2.466,Quad,0.760135079580264,,,,,
2.466,Ball,0,,,,,
2.466,Shell,1,,,,,
2.466,LR,0.842,,,,,
2.467,PCA,0.707106781186548,,,,,
2.467,K's tau,0.405350628293474,,,,,
2.467,Winsor,0.871503850830969,,,,,
2.467,Quad,0.759518962013208,,,,,
2.467,Ball,0,,,,,
2.467,Shell,1,,,,,
2.467,LR,0.8415,,,,,
2.468,PCA,0.707106781186548,,,,,
2.468,K's tau,0.405186385737439,,,,,
2.468,Winsor,0.871150729335494,,,,,
2.468,Quad,0.758903593221764,,,,,
2.468,Ball,0,,,,,
2.468,Shell,1,,,,,
2.468,LR,0.841,,,,,
2.469,PCA,0.707106781186548,,,,,
2.469,K's tau,0.405022276225192,,,,,
2.469,Winsor,0.870797893884164,,,,,
2.469,Quad,0.758288971993095,,,,,
2.469,Ball,0,,,,,
2.469,Shell,1,,,,,
2.469,LR,0.8405,,,,,
2.47,PCA,0.707106781186548,,,,,
2.47,K's tau,0.404858299595142,,,,,
2.47,Winsor,0.870445344129555,,,,,
2.47,Quad,0.757675097116819,,,,,
2.47,Ball,0,,,,,
2.47,Shell,1,,,,,
2.47,LR,0.84,,,,,
2.471,PCA,0.707106781186548,,,,,
2.471,K's tau,0.404694455685957,,,,,
2.471,Winsor,0.870093079724808,,,,,
2.471,Quad,0.757061967385001,,,,,
2.471,Ball,0,,,,,
2.471,Shell,1,,,,,
2.471,LR,0.8395,,,,,
2.472,PCA,0.707106781186548,,,,,
2.472,K's tau,0.40453074433657,,,,,
2.472,Winsor,0.869741100323625,,,,,
2.472,Quad,0.756449581592149,,,,,
2.472,Ball,0,,,,,
2.472,Shell,1,,,,,
2.472,LR,0.839,,,,,
2.473,PCA,0.707106781186548,,,,,
2.473,K's tau,0.404367165386171,,,,,
2.473,Winsor,0.869389405580267,,,,,
2.473,Quad,0.75583793853521,,,,,
2.473,Ball,0,,,,,
2.473,Shell,1,,,,,
2.473,LR,0.8385,,,,,
2.474,PCA,0.707106781186548,,,,,
2.474,K's tau,0.404203718674212,,,,,
2.474,Winsor,0.869037995149555,,,,,
2.474,Quad,0.755227037013559,,,,,
2.474,Ball,0,,,,,
2.474,Shell,1,,,,,
2.474,LR,0.838,,,,,
2.475,PCA,0.707106781186548,,,,,
2.475,K's tau,0.404040404040404,,,,,
2.475,Winsor,0.868686868686869,,,,,
2.475,Quad,0.754616875828997,,,,,
2.475,Ball,0,,,,,
2.475,Shell,1,,,,,
2.475,LR,0.8375,,,,,
2.476,PCA,0.707106781186548,,,,,
2.476,K's tau,0.403877221324717,,,,,
2.476,Winsor,0.868336025848142,,,,,
2.476,Quad,0.754007453785745,,,,,
2.476,Ball,0,,,,,
2.476,Shell,1,,,,,
2.476,LR,0.837,,,,,
2.477,PCA,0.707106781186548,,,,,
2.477,K's tau,0.40371417036738,,,,,
2.477,Winsor,0.867985466289867,,,,,
2.477,Quad,0.753398769690438,,,,,
2.477,Ball,0,,,,,
2.477,Shell,1,,,,,
2.477,LR,0.8365,,,,,
2.478,PCA,0.707106781186548,,,,,
2.478,K's tau,0.403551251008878,,,,,
2.478,Winsor,0.867635189669088,,,,,
2.478,Quad,0.752790822352114,,,,,
2.478,Ball,0,,,,,
2.478,Shell,1,,,,,
2.478,LR,0.836,,,,,
2.479,PCA,0.707106781186548,,,,,
2.479,K's tau,0.403388463089956,,,,,
2.479,Winsor,0.867285195643405,,,,,
2.479,Quad,0.752183610582219,,,,,
2.479,Ball,0,,,,,
2.479,Shell,1,,,,,
2.479,LR,0.8355,,,,,
2.48,PCA,0.707106781186548,,,,,
2.48,K's tau,0.403225806451613,,,,,
2.48,Winsor,0.866935483870968,,,,,
2.48,Quad,0.751577133194589,,,,,
2.48,Ball,0,,,,,
2.48,Shell,1,,,,,
2.48,LR,0.835,,,,,
2.481,PCA,0.707106781186548,,,,,
2.481,K's tau,0.403063280935107,,,,,
2.481,Winsor,0.86658605401048,,,,,
2.481,Quad,0.750971389005454,,,,,
2.481,Ball,0,,,,,
2.481,Shell,1,,,,,
2.481,LR,0.8345,,,,,
2.482,PCA,0.707106781186548,,,,,
2.482,K's tau,0.40290088638195,,,,,
2.482,Winsor,0.866236905721193,,,,,
2.482,Quad,0.750366376833426,,,,,
2.482,Ball,0,,,,,
2.482,Shell,1,,,,,
2.482,LR,0.834,,,,,
2.483,PCA,0.707106781186548,,,,,
2.483,K's tau,0.402738622633911,,,,,
2.483,Winsor,0.865888038662908,,,,,
2.483,Quad,0.749762095499497,,,,,
2.483,Ball,0,,,,,
2.483,Shell,1,,,,,
2.483,LR,0.8335,,,,,
2.484,PCA,0.707106781186548,,,,,
2.484,K's tau,0.402576489533011,,,,,
2.484,Winsor,0.865539452495974,,,,,
2.484,Quad,0.749158543827031,,,,,
2.484,Ball,0,,,,,
2.484,Shell,1,,,,,
2.484,LR,0.833,,,,,
2.485,PCA,0.707106781186548,,,,,
2.485,K's tau,0.402414486921529,,,,,
2.485,Winsor,0.865191146881288,,,,,
2.485,Quad,0.748555720641758,,,,,
2.485,Ball,0,,,,,
2.485,Shell,1,,,,,
2.485,LR,0.8325,,,,,
2.486,PCA,0.707106781186548,,,,,
2.486,K's tau,0.402252614641995,,,,,
2.486,Winsor,0.86484312148029,,,,,
2.486,Quad,0.747953624771771,,,,,
2.486,Ball,0,,,,,
2.486,Shell,1,,,,,
2.486,LR,0.832,,,,,
2.487,PCA,0.707106781186548,,,,,
2.487,K's tau,0.402090872537193,,,,,
2.487,Winsor,0.864495375954966,,,,,
2.487,Quad,0.747352255047518,,,,,
2.487,Ball,0,,,,,
2.487,Shell,1,,,,,
2.487,LR,0.8315,,,,,
2.488,PCA,0.707106781186548,,,,,
2.488,K's tau,0.401929260450161,,,,,
2.488,Winsor,0.864147909967846,,,,,
2.488,Quad,0.746751610301796,,,,,
2.488,Ball,0,,,,,
2.488,Shell,1,,,,,
2.488,LR,0.831,,,,,
2.489,PCA,0.707106781186548,,,,,
2.489,K's tau,0.401767778224187,,,,,
2.489,Winsor,0.863800723182001,,,,,
2.489,Quad,0.746151689369748,,,,,
2.489,Ball,0,,,,,
2.489,Shell,1,,,,,
2.489,LR,0.8305,,,,,
2.49,PCA,0.707106781186548,,,,,
2.49,K's tau,0.401606425702811,,,,,
2.49,Winsor,0.863453815261044,,,,,
2.49,Quad,0.745552491088854,,,,,
2.49,Ball,0,,,,,
2.49,Shell,1,,,,,
2.49,LR,0.83,,,,,
2.491,PCA,0.707106781186548,,,,,
2.491,K's tau,0.401445202729827,,,,,
2.491,Winsor,0.863107185869129,,,,,
2.491,Quad,0.744954014298927,,,,,
2.491,Ball,0,,,,,
2.491,Shell,1,,,,,
2.491,LR,0.8295,,,,,
2.492,PCA,0.707106781186548,,,,,
2.492,K's tau,0.401284109149278,,,,,
2.492,Winsor,0.862760834670947,,,,,
2.492,Quad,0.744356257842109,,,,,
2.492,Ball,0,,,,,
2.492,Shell,1,,,,,
2.492,LR,0.829,,,,,
2.493,PCA,0.707106781186548,,,,,
2.493,K's tau,0.401123144805455,,,,,
2.493,Winsor,0.862414761331729,,,,,
2.493,Quad,0.743759220562863,,,,,
2.493,Ball,0,,,,,
2.493,Shell,1,,,,,
2.493,LR,0.8285,,,,,
2.494,PCA,0.707106781186548,,,,,
2.494,K's tau,0.400962309542903,,,,,
2.494,Winsor,0.862068965517242,,,,,
2.494,Quad,0.743162901307967,,,,,
2.494,Ball,0,,,,,
2.494,Shell,1,,,,,
2.494,LR,0.828,,,,,
2.495,PCA,0.707106781186548,,,,,
2.495,K's tau,0.400801603206413,,,,,
2.495,Winsor,0.861723446893788,,,,,
2.495,Quad,0.74256729892651,,,,,
2.495,Ball,0,,,,,
2.495,Shell,1,,,,,
2.495,LR,0.8275,,,,,
2.496,PCA,0.707106781186548,,,,,
2.496,K's tau,0.400641025641026,,,,,
2.496,Winsor,0.861378205128205,,,,,
2.496,Quad,0.741972412269888,,,,,
2.496,Ball,0,,,,,
2.496,Shell,1,,,,,
2.496,LR,0.827,,,,,
2.497,PCA,0.707106781186548,,,,,
2.497,K's tau,0.40048057669203,,,,,
2.497,Winsor,0.861033239887865,,,,,
2.497,Quad,0.741378240191795,,,,,
2.497,Ball,0,,,,,
2.497,Shell,1,,,,,
2.497,LR,0.8265,,,,,
2.498,PCA,0.707106781186548,,,,,
2.498,K's tau,0.400320256204964,,,,,
2.498,Winsor,0.860688550840673,,,,,
2.498,Quad,0.740784781548217,,,,,
2.498,Ball,0,,,,,
2.498,Shell,1,,,,,
2.498,LR,0.826,,,,,
2.499,PCA,0.707106781186548,,,,,
2.499,K's tau,0.40016006402561,,,,,
2.499,Winsor,0.860344137655062,,,,,
2.499,Quad,0.740192035197433,,,,,
2.499,Ball,0,,,,,
2.499,Shell,1,,,,,
2.499,LR,0.8255,,,,,
2.5,PCA,0.707106781186548,,,,,
2.5,K's tau,0.4,,,,,
2.5,Winsor,0.86,,,,,
2.5,Quad,0.7396,,,,,
2.5,Ball,0,,,,,
2.5,Shell,1,,,,,
2.5,LR,0.825,,,,,
2.501,PCA,0.707106781186548,,,,,
2.501,K's tau,0.39984006397441,,,,,
2.501,Winsor,0.859656137544982,,,,,
2.501,Quad,0.739008674818757,,,,,
2.501,Ball,0,,,,,
2.501,Shell,1,,,,,
2.501,LR,0.8245,,,,,
2.502,PCA,0.707106781186548,,,,,
2.502,K's tau,0.399680255795364,,,,,
2.502,Winsor,0.859312549960032,,,,,
2.502,Quad,0.738418058518813,,,,,
2.502,Ball,0,,,,,
2.502,Shell,1,,,,,
2.502,LR,0.824,,,,,
2.503,PCA,0.707106781186548,,,,,
2.503,K's tau,0.399520575309629,,,,,
2.503,Winsor,0.858969236915701,,,,,
2.503,Quad,0.737828149967542,,,,,
2.503,Ball,0,,,,,
2.503,Shell,1,,,,,
2.503,LR,0.8235,,,,,
2.504,PCA,0.707106781186548,,,,,
2.504,K's tau,0.399361022364217,,,,,
2.504,Winsor,0.858626198083067,,,,,
2.504,Quad,0.737238948034582,,,,,
2.504,Ball,0,,,,,
2.504,Shell,1,,,,,
2.504,LR,0.823,,,,,
2.505,PCA,0.707106781186548,,,,,
2.505,K's tau,0.399201596806387,,,,,
2.505,Winsor,0.858283433133733,,,,,
2.505,Quad,0.736650451591826,,,,,
2.505,Ball,0,,,,,
2.505,Shell,1,,,,,
2.505,LR,0.8225,,,,,
2.506,PCA,0.707106781186548,,,,,
2.506,K's tau,0.399042298483639,,,,,
2.506,Winsor,0.857940941739825,,,,,
2.506,Quad,0.736062659513417,,,,,
2.506,Ball,0,,,,,
2.506,Shell,1,,,,,
2.506,LR,0.822,,,,,
2.507,PCA,0.707106781186548,,,,,
2.507,K's tau,0.398883127243718,,,,,
2.507,Winsor,0.857598723573993,,,,,
2.507,Quad,0.735475570675742,,,,,
2.507,Ball,0,,,,,
2.507,Shell,1,,,,,
2.507,LR,0.8215,,,,,
2.508,PCA,0.707106781186548,,,,,
2.508,K's tau,0.398724082934609,,,,,
2.508,Winsor,0.85725677830941,,,,,
2.508,Quad,0.734889183957429,,,,,
2.508,Ball,0,,,,,
2.508,Shell,1,,,,,
2.508,LR,0.821,,,,,
2.509,PCA,0.707106781186548,,,,,
2.509,K's tau,0.398565165404544,,,,,
2.509,Winsor,0.856915105619769,,,,,
2.509,Quad,0.734303498239339,,,,,
2.509,Ball,0,,,,,
2.509,Shell,1,,,,,
2.509,LR,0.8205,,,,,
2.51,PCA,0.707106781186548,,,,,
2.51,K's tau,0.398406374501992,,,,,
2.51,Winsor,0.856573705179283,,,,,
2.51,Quad,0.733718512404565,,,,,
2.51,Ball,0,,,,,
2.51,Shell,1,,,,,
2.51,LR,0.82,,,,,
2.511,PCA,0.707106781186548,,,,,
2.511,K's tau,0.398247710075667,,,,,
2.511,Winsor,0.856232576662684,,,,,
2.511,Quad,0.73313422533842,,,,,
2.511,Ball,0,,,,,
2.511,Shell,1,,,,,
2.511,LR,0.8195,,,,,
2.512,PCA,0.707106781186548,,,,,
2.512,K's tau,0.398089171974522,,,,,
2.512,Winsor,0.855891719745223,,,,,
2.512,Quad,0.732550635928435,,,,,
2.512,Ball,0,,,,,
2.512,Shell,1,,,,,
2.512,LR,0.819,,,,,
2.513,PCA,0.707106781186548,,,,,
2.513,K's tau,0.397930760047752,,,,,
2.513,Winsor,0.855551134102666,,,,,
2.513,Quad,0.731967743064358,,,,,
2.513,Ball,0,,,,,
2.513,Shell,1,,,,,
2.513,LR,0.8185,,,,,
2.514,PCA,0.707106781186548,,,,,
2.514,K's tau,0.397772474144789,,,,,
2.514,Winsor,0.855210819411297,,,,,
2.514,Quad,0.731385545638142,,,,,
2.514,Ball,0,,,,,
2.514,Shell,1,,,,,
2.514,LR,0.818,,,,,
2.515,PCA,0.707106781186548,,,,,
2.515,K's tau,0.397614314115308,,,,,
2.515,Winsor,0.854870775347913,,,,,
2.515,Quad,0.730804042543941,,,,,
2.515,Ball,0,,,,,
2.515,Shell,1,,,,,
2.515,LR,0.8175,,,,,
2.516,PCA,0.707106781186548,,,,,
2.516,K's tau,0.397456279809221,,,,,
2.516,Winsor,0.854531001589825,,,,,
2.516,Quad,0.73022323267811,,,,,
2.516,Ball,0,,,,,
2.516,Shell,1,,,,,
2.516,LR,0.817,,,,,
2.517,PCA,0.707106781186548,,,,,
2.517,K's tau,0.397298371076679,,,,,
2.517,Winsor,0.854191497814859,,,,,
2.517,Quad,0.729643114939192,,,,,
2.517,Ball,0,,,,,
2.517,Shell,1,,,,,
2.517,LR,0.8165,,,,,
2.518,PCA,0.707106781186548,,,,,
2.518,K's tau,0.39714058776807,,,,,
2.518,Winsor,0.85385226370135,,,,,
2.518,Quad,0.72906368822792,,,,,
2.518,Ball,0,,,,,
2.518,Shell,1,,,,,
2.518,LR,0.816,,,,,
2.519,PCA,0.707106781186548,,,,,
2.519,K's tau,0.396982929734022,,,,,
2.519,Winsor,0.853513298928146,,,,,
2.519,Quad,0.728484951447207,,,,,
2.519,Ball,0,,,,,
2.519,Shell,1,,,,,
2.519,LR,0.8155,,,,,
2.52,PCA,0.707106781186548,,,,,
2.52,K's tau,0.396825396825397,,,,,
2.52,Winsor,0.853174603174603,,,,,
2.52,Quad,0.727906903502142,,,,,
2.52,Ball,0,,,,,
2.52,Shell,1,,,,,
2.52,LR,0.815,,,,,
2.521,PCA,0.707106781186548,,,,,
2.521,K's tau,0.396667988893296,,,,,
2.521,Winsor,0.852836176120587,,,,,
2.521,Quad,0.727329543299985,,,,,
2.521,Ball,0,,,,,
2.521,Shell,1,,,,,
2.521,LR,0.8145,,,,,
2.522,PCA,0.707106781186548,,,,,
2.522,K's tau,0.396510705789056,,,,,
2.522,Winsor,0.852498017446471,,,,,
2.522,Quad,0.726752869750164,,,,,
2.522,Ball,0,,,,,
2.522,Shell,1,,,,,
2.522,LR,0.814,,,,,
2.523,PCA,0.707106781186548,,,,,
2.523,K's tau,0.396353547364249,,,,,
2.523,Winsor,0.852160126833135,,,,,
2.523,Quad,0.726176881764265,,,,,
2.523,Ball,0,,,,,
2.523,Shell,1,,,,,
2.523,LR,0.8135,,,,,
2.524,PCA,0.707106781186548,,,,,
2.524,K's tau,0.396196513470682,,,,,
2.524,Winsor,0.851822503961965,,,,,
2.524,Quad,0.725601578256032,,,,,
2.524,Ball,0,,,,,
2.524,Shell,1,,,,,
2.524,LR,0.813,,,,,
2.525,PCA,0.707106781186548,,,,,
2.525,K's tau,0.396039603960396,,,,,
2.525,Winsor,0.851485148514852,,,,,
2.525,Quad,0.725026958141359,,,,,
2.525,Ball,0,,,,,
2.525,Shell,1,,,,,
2.525,LR,0.8125,,,,,
2.526,PCA,0.707106781186548,,,,,
2.526,K's tau,0.395882818685669,,,,,
2.526,Winsor,0.851148060174188,,,,,
2.526,Quad,0.724453020338284,,,,,
2.526,Ball,0,,,,,
2.526,Shell,1,,,,,
2.526,LR,0.812,,,,,
2.527,PCA,0.707106781186548,,,,,
2.527,K's tau,0.395726157499011,,,,,
2.527,Winsor,0.850811238622873,,,,,
2.527,Quad,0.723879763766987,,,,,
2.527,Ball,0,,,,,
2.527,Shell,1,,,,,
2.527,LR,0.8115,,,,,
2.528,PCA,0.707106781186548,,,,,
2.528,K's tau,0.395569620253165,,,,,
2.528,Winsor,0.850474683544304,,,,,
2.528,Quad,0.723307187349784,,,,,
2.528,Ball,0,,,,,
2.528,Shell,1,,,,,
2.528,LR,0.811,,,,,
2.529,PCA,0.707106781186548,,,,,
2.529,K's tau,0.395413206801107,,,,,
2.529,Winsor,0.85013839462238,,,,,
2.529,Quad,0.722735290011118,,,,,
2.529,Ball,0,,,,,
2.529,Shell,1,,,,,
2.529,LR,0.8105,,,,,
2.53,PCA,0.707106781186548,,,,,
2.53,K's tau,0.395256916996047,,,,,
2.53,Winsor,0.849802371541502,,,,,
2.53,Quad,0.722164070677561,,,,,
2.53,Ball,0,,,,,
2.53,Shell,1,,,,,
2.53,LR,0.81,,,,,
2.531,PCA,0.707106781186548,,,,,
2.531,K's tau,0.395100750691426,,,,,
2.531,Winsor,0.849466613986567,,,,,
2.531,Quad,0.721593528277803,,,,,
2.531,Ball,0,,,,,
2.531,Shell,1,,,,,
2.531,LR,0.8095,,,,,
2.532,PCA,0.707106781186548,,,,,
2.532,K's tau,0.394944707740916,,,,,
2.532,Winsor,0.84913112164297,,,,,
2.532,Quad,0.721023661742648,,,,,
2.532,Ball,0,,,,,
2.532,Shell,1,,,,,
2.532,LR,0.809,,,,,
2.533,PCA,0.707106781186548,,,,,
2.533,K's tau,0.394788787998421,,,,,
2.533,Winsor,0.848795894196605,,,,,
2.533,Quad,0.720454470005014,,,,,
2.533,Ball,0,,,,,
2.533,Shell,1,,,,,
2.533,LR,0.8085,,,,,
2.534,PCA,0.707106781186548,,,,,
2.534,K's tau,0.394632991318074,,,,,
2.534,Winsor,0.84846093133386,,,,,
2.534,Quad,0.71988595199992,,,,,
2.534,Ball,0,,,,,
2.534,Shell,1,,,,,
2.534,LR,0.808,,,,,
2.535,PCA,0.707106781186548,,,,,
2.535,K's tau,0.394477317554241,,,,,
2.535,Winsor,0.848126232741618,,,,,
2.535,Quad,0.719318106664488,,,,,
2.535,Ball,0,,,,,
2.535,Shell,1,,,,,
2.535,LR,0.8075,,,,,
2.536,PCA,0.707106781186548,,,,,
2.536,K's tau,0.394321766561514,,,,,
2.536,Winsor,0.847791798107255,,,,,
2.536,Quad,0.718750932937933,,,,,
2.536,Ball,0,,,,,
2.536,Shell,1,,,,,
2.536,LR,0.807,,,,,
2.537,PCA,0.707106781186548,,,,,
2.537,K's tau,0.394166338194718,,,,,
2.537,Winsor,0.847457627118644,,,,,
2.537,Quad,0.718184429761563,,,,,
2.537,Ball,0,,,,,
2.537,Shell,1,,,,,
2.537,LR,0.8065,,,,,
2.538,PCA,0.707106781186548,,,,,
2.538,K's tau,0.394011032308905,,,,,
2.538,Winsor,0.847123719464145,,,,,
2.538,Quad,0.717618596078768,,,,,
2.538,Ball,0,,,,,
2.538,Shell,1,,,,,
2.538,LR,0.806,,,,,
2.539,PCA,0.707106781186548,,,,,
2.539,K's tau,0.393855848759354,,,,,
2.539,Winsor,0.846790074832611,,,,,
2.539,Quad,0.71705343083502,,,,,
2.539,Ball,0,,,,,
2.539,Shell,1,,,,,
2.539,LR,0.8055,,,,,
2.54,PCA,0.707106781186548,,,,,
2.54,K's tau,0.393700787401575,,,,,
2.54,Winsor,0.846456692913386,,,,,
2.54,Quad,0.716488932977866,,,,,
2.54,Ball,0,,,,,
2.54,Shell,1,,,,,
2.54,LR,0.805,,,,,
2.541,PCA,0.707106781186548,,,,,
2.541,K's tau,0.393545848091303,,,,,
2.541,Winsor,0.846123573396301,,,,,
2.541,Quad,0.715925101456925,,,,,
2.541,Ball,0,,,,,
2.541,Shell,1,,,,,
2.541,LR,0.8045,,,,,
2.542,PCA,0.707106781186548,,,,,
2.542,K's tau,0.3933910306845,,,,,
2.542,Winsor,0.845790715971676,,,,,
2.542,Quad,0.71536193522388,,,,,
2.542,Ball,0,,,,,
2.542,Shell,1,,,,,
2.542,LR,0.804,,,,,
2.543,PCA,0.707106781186548,,,,,
2.543,K's tau,0.393236335037358,,,,,
2.543,Winsor,0.845458120330319,,,,,
2.543,Quad,0.714799433232476,,,,,
2.543,Ball,0,,,,,
2.543,Shell,1,,,,,
2.543,LR,0.8035,,,,,
2.544,PCA,0.707106781186548,,,,,
2.544,K's tau,0.393081761006289,,,,,
2.544,Winsor,0.845125786163522,,,,,
2.544,Quad,0.714237594438511,,,,,
2.544,Ball,0,,,,,
2.544,Shell,1,,,,,
2.544,LR,0.803,,,,,
2.545,PCA,0.707106781186548,,,,,
2.545,K's tau,0.392927308447937,,,,,
2.545,Winsor,0.844793713163065,,,,,
2.545,Quad,0.713676417799839,,,,,
2.545,Ball,0,,,,,
2.545,Shell,1,,,,,
2.545,LR,0.8025,,,,,
2.546,PCA,0.707106781186548,,,,,
2.546,K's tau,0.392772977219167,,,,,
2.546,Winsor,0.84446190102121,,,,,
2.546,Quad,0.713115902276356,,,,,
2.546,Ball,0,,,,,
2.546,Shell,1,,,,,
2.546,LR,0.802,,,,,
2.547,PCA,0.707106781186548,,,,,
2.547,K's tau,0.392618767177071,,,,,
2.547,Winsor,0.844130349430703,,,,,
2.547,Quad,0.712556046830001,,,,,
2.547,Ball,0,,,,,
2.547,Shell,1,,,,,
2.547,LR,0.8015,,,,,
2.548,PCA,0.707106781186548,,,,,
2.548,K's tau,0.392464678178964,,,,,
2.548,Winsor,0.843799058084772,,,,,
2.548,Quad,0.711996850424749,,,,,
2.548,Ball,0,,,,,
2.548,Shell,1,,,,,
2.548,LR,0.801,,,,,
2.549,PCA,0.707106781186548,,,,,
2.549,K's tau,0.392310710082385,,,,,
2.549,Winsor,0.843468026677128,,,,,
2.549,Quad,0.711438312026609,,,,,
2.549,Ball,0,,,,,
2.549,Shell,1,,,,,
2.549,LR,0.8005,,,,,
2.55,PCA,0.707106781186548,,,,,
2.55,K's tau,0.392156862745098,,,,,
2.55,Winsor,0.843137254901961,,,,,
2.55,Quad,0.710880430603614,,,,,
2.55,Ball,0,,,,,
2.55,Shell,1,,,,,
2.55,LR,0.8,,,,,
2.551,PCA,0.707106781186548,,,,,
2.551,K's tau,0.392003136025088,,,,,
2.551,Winsor,0.84280674245394,,,,,
2.551,Quad,0.710323205125822,,,,,
2.551,Ball,0,,,,,
2.551,Shell,1,,,,,
2.551,LR,0.7995,,,,,
2.552,PCA,0.707106781186548,,,,,
2.552,K's tau,0.391849529780564,,,,,
2.552,Winsor,0.842476489028213,,,,,
2.552,Quad,0.709766634565305,,,,,
2.552,Ball,0,,,,,
2.552,Shell,1,,,,,
2.552,LR,0.799,,,,,
2.553,PCA,0.707106781186548,,,,,
2.553,K's tau,0.391696043869957,,,,,
2.553,Winsor,0.842146494320407,,,,,
2.553,Quad,0.709210717896152,,,,,
2.553,Ball,0,,,,,
2.553,Shell,1,,,,,
2.553,LR,0.7985,,,,,
2.554,PCA,0.707106781186548,,,,,
2.554,K's tau,0.391542678151919,,,,,
2.554,Winsor,0.841816758026625,,,,,
2.554,Quad,0.708655454094457,,,,,
2.554,Ball,0,,,,,
2.554,Shell,1,,,,,
2.554,LR,0.798,,,,,
2.555,PCA,0.707106781186548,,,,,
2.555,K's tau,0.391389432485323,,,,,
2.555,Winsor,0.841487279843444,,,,,
2.555,Quad,0.708100842138319,,,,,
2.555,Ball,0,,,,,
2.555,Shell,1,,,,,
2.555,LR,0.7975,,,,,
2.556,PCA,0.707106781186548,,,,,
2.556,K's tau,0.391236306729264,,,,,
2.556,Winsor,0.841158059467919,,,,,
2.556,Quad,0.707546881007835,,,,,
2.556,Ball,0,,,,,
2.556,Shell,1,,,,,
2.556,LR,0.797,,,,,
2.557,PCA,0.707106781186548,,,,,
2.557,K's tau,0.391083300743058,,,,,
2.557,Winsor,0.840829096597575,,,,,
2.557,Quad,0.706993569685095,,,,,
2.557,Ball,0,,,,,
2.557,Shell,1,,,,,
2.557,LR,0.7965,,,,,
2.558,PCA,0.707106781186548,,,,,
2.558,K's tau,0.390930414386239,,,,,
2.558,Winsor,0.840500390930414,,,,,
2.558,Quad,0.706440907154179,,,,,
2.558,Ball,0,,,,,
2.558,Shell,1,,,,,
2.558,LR,0.796,,,,,
2.559,PCA,0.707106781186548,,,,,
2.559,K's tau,0.390777647518562,,,,,
2.559,Winsor,0.840171942164908,,,,,
2.559,Quad,0.705888892401154,,,,,
2.559,Ball,0,,,,,
2.559,Shell,1,,,,,
2.559,LR,0.7955,,,,,
2.56,PCA,0.707106781186548,,,,,
2.56,K's tau,0.390625,,,,,
2.56,Winsor,0.83984375,,,,,
2.56,Quad,0.705337524414062,,,,,
2.56,Ball,0,,,,,
2.56,Shell,1,,,,,
2.56,LR,0.795,,,,,
2.561,PCA,0.707106781186548,,,,,
2.561,K's tau,0.390472471690746,,,,,
2.561,Winsor,0.839515814135103,,,,,
2.561,Quad,0.704786802182926,,,,,
2.561,Ball,0,,,,,
2.561,Shell,1,,,,,
2.561,LR,0.7945,,,,,
2.562,PCA,0.707106781186548,,,,,
2.562,K's tau,0.39032006245121,,,,,
2.562,Winsor,0.839188134270102,,,,,
2.562,Quad,0.704236724699734,,,,,
2.562,Ball,0,,,,,
2.562,Shell,1,,,,,
2.562,LR,0.794,,,,,
2.563,PCA,0.707106781186548,,,,,
2.563,K's tau,0.390167772142021,,,,,
2.563,Winsor,0.838860710105345,,,,,
2.563,Quad,0.703687290958444,,,,,
2.563,Ball,0,,,,,
2.563,Shell,1,,,,,
2.563,LR,0.7935,,,,,
2.564,PCA,0.707106781186548,,,,,
2.564,K's tau,0.390015600624025,,,,,
2.564,Winsor,0.838533541341654,,,,,
2.564,Quad,0.703138499954975,,,,,
2.564,Ball,0,,,,,
2.564,Shell,1,,,,,
2.564,LR,0.793,,,,,
2.565,PCA,0.707106781186548,,,,,
2.565,K's tau,0.389863547758285,,,,,
2.565,Winsor,0.838206627680312,,,,,
2.565,Quad,0.702590350687201,,,,,
2.565,Ball,0,,,,,
2.565,Shell,1,,,,,
2.565,LR,0.7925,,,,,
2.566,PCA,0.707106781186548,,,,,
2.566,K's tau,0.38971161340608,,,,,
2.566,Winsor,0.837879968823071,,,,,
2.566,Quad,0.70204284215495,,,,,
2.566,Ball,0,,,,,
2.566,Shell,1,,,,,
2.566,LR,0.792,,,,,
2.567,PCA,0.707106781186548,,,,,
2.567,K's tau,0.389559797428905,,,,,
