Metric,PerturbationCondition,Level,Method,Mean,SD,N
ARI,Shift magnitude,4,Ball,0.73802621204436,0.131099441992544,10
ARI,Shift magnitude,4,Shell,0.6437473726296,0.0609194939832203,10
ARI,Shift magnitude,4,LR,0.722494416952016,0.103742562643758,10
ARI,Shift magnitude,5,PcaGrid,0.00122932783448987,0.00373125495975412,10
ARI,Shift magnitude,5,PcaHubert,0.831649817940045,0.12363774688949,10
ARI,Shift magnitude,5,PCP,0.976296203148167,0.0113441791041781,10
ARI,Shift magnitude,5,PCA,0.688848536542082,0.0789301394509254,10
ARI,Shift magnitude,5,K's tau,0.807056628044348,0.127389065631529,10
ARI,Shift magnitude,5,Winsor,0.651390057471604,0.0879261927923994,10
ARI,Shift magnitude,5,Quad,0.672432491852334,0.0767083894451024,10
ARI,Shift magnitude,5,Ball,0.762903349980008,0.139125822499659,10
ARI,Shift magnitude,5,Shell,0.687740386225511,0.0894547896581627,10
ARI,Shift magnitude,5,LR,0.771541452656681,0.107214958448221,10
NMI,Shift magnitude,1.5,PcaGrid,0.00888623322967292,0.00368177231399691,10
